ID,Player Hands,Dealer Hand,Result
1,"Player 1: 7, J, Player 2: 2, A, Player 3: Q, 2, Player 4: 3, 9, Player 5: K, 6","Dealer's hand: 5, K, 10 | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
552,"Player 1: 2, Q, Player 2: 8, J, Player 3: A, 6, Player 4: K, 9, Player 5: Q, 9","Dealer's hand: 6, 3, K | Total: 19","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 ties with the dealer., Player 5 ties with the dealer."
553,"Player 1: J, 10, Player 2: 6, 7, 7, Player 3: 7, J, Player 4: 3, 2, 9, 9, Player 5: 7, 2, 9","Dealer's hand: Q, K | Total: 20","Player 1 ties with the dealer., Player 2 ties with the dealer., Player 3 loses., Player 4 loses., Player 5 loses."
554,"Player 1: 2, 3, J, 4, Player 2: 6, 5, 3, A, 10, Player 3: 4, K, 3, Player 4: 7, 5, 5, Player 5: 7, 6, 8","Dealer's hand: 2, J, Q | Total: 22","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
555,"Player 1: J, 10, Player 2: 10, 6, Player 3: 4, A, Player 4: 2, 2, 7, J, Player 5: 4, J","Dealer's hand: 6, 4, 5, 4 | Total: 19","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
556,"Player 1: 8, 6, A, 10, Player 2: 10, 3, 7, Player 3: J, Q, Player 4: 4, 3, 6, 4, Player 5: 4, 5, A","Dealer's hand: 3, 2, A, 4 | Total: 20","Player 1 loses., Player 2 ties with the dealer., Player 3 ties with the dealer., Player 4 loses., Player 5 ties with the dealer."
557,"Player 1: 9, 6, Q, Player 2: 6, Q, 5, Player 3: J, 3, J, Player 4: 9, 9, Player 5: A, 10","Dealer's hand: Q, 9 | Total: 19","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 wins!"
558,"Player 1: A, 4, 3, Player 2: 4, 8, J, Player 3: 9, 5, 8, Player 4: 4, J, Q, Player 5: K, Q","Dealer's hand: A, J | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
559,"Player 1: J, K, Player 2: 4, 3, Q, Player 3: J, 4, 4, Player 4: 7, 10, Player 5: 6, J, 6","Dealer's hand: 9, Q | Total: 19","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
560,"Player 1: 7, 6, K, Player 2: 9, K, Player 3: K, Q, Player 4: 6, 3, Q, Player 5: 7, J","Dealer's hand: 3, 5, 2, 7 | Total: 17","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 ties with the dealer."
561,"Player 1: 5, 6, 9, Player 2: 7, 8, Player 3: A, J, Player 4: Q, 3, Player 5: K, J","Dealer's hand: 4, A, 10, 10 | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
562,"Player 1: 4, 6, A, Player 2: 9, J, Player 3: J, Q, Player 4: 7, 8, J, Player 5: K, 5, 6","Dealer's hand: 2, K, 3, Q | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 wins!"
563,"Player 1: 8, 5, 4, Player 2: A, J, Player 3: 7, Q, Player 4: A, J, Player 5: 3, 6, 7, A","Dealer's hand: J, 3, A, 9 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
564,"Player 1: 4, A, Q, K, Player 2: Q, 2, K, Player 3: 10, Q, Player 4: 5, 6, 4, 2, Player 5: 5, 9, 6","Dealer's hand: 9, 3, 6 | Total: 18","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 wins!"
565,"Player 1: 4, 7, 7, Player 2: 5, 10, J, Player 3: 8, 2, 2, A, 10, Player 4: 4, 7, K, Player 5: K, J","Dealer's hand: 10, 10 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 ties with the dealer."
566,"Player 1: 5, 4, K, Player 2: 7, 9, A, Player 3: 6, 3, K, Player 4: 3, K, A, A, A, 10, Player 5: 10, 9","Dealer's hand: 8, 2, 8 | Total: 18","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 wins!"
567,"Player 1: 7, 10, Player 2: A, 9, Player 3: 3, K, Player 4: 4, Q, Player 5: Q, 9","Dealer's hand: 5, 6, 2, K | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
568,"Player 1: 3, K, Player 2: 4, Q, Player 3: 4, K, Player 4: 8, 2, 5, Player 5: 9, A","Dealer's hand: 5, 9, 3 | Total: 17","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
569,"Player 1: J, 8, Player 2: 4, 8, Player 3: J, 3, Player 4: 6, 4, 9, Player 5: J, 5","Dealer's hand: 5, 3, Q | Total: 18","Player 1 ties with the dealer., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
570,"Player 1: 2, Q, Player 2: 8, K, Player 3: 2, 8, 2, Player 4: 6, 9, Player 5: 7, 3, 8","Dealer's hand: 4, 6, 8 | Total: 18","Player 1 loses., Player 2 ties with the dealer., Player 3 loses., Player 4 loses., Player 5 ties with the dealer."
571,"Player 1: A, 8, Player 2: 3, 10, Player 3: 2, 5, 2, 2, 6, Player 4: 10, 4, Player 5: K, 8","Dealer's hand: 4, K, 5 | Total: 19","Player 1 ties with the dealer., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
572,"Player 1: 8, 6, Q, Player 2: K, 5, 10, Player 3: A, 4, 3, Player 4: 3, Q, 6, Player 5: Q, 5, A, 6","Dealer's hand: 8, 4, K | Total: 22","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 loses."
573,"Player 1: Q, 9, Player 2: 8, 4, J, Player 3: 4, 9, 4, Player 4: 6, 4, A, Player 5: 5, 6, 7","Dealer's hand: 7, 2, 10 | Total: 19","Player 1 ties with the dealer., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
574,"Player 1: K, Q, Player 2: A, Q, Player 3: 4, A, 10, 2, Player 4: J, A, Player 5: 3, 9, 4, K","Dealer's hand: Q, 8 | Total: 18","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
575,"Player 1: 4, A, 8, 10, Player 2: 2, 10, K, Player 3: 2, Q, 5, Player 4: Q, 2, 10, Player 5: 5, 10, 5","Dealer's hand: 7, J | Total: 17","Player 1 loses., Player 2 loses., Player 3 ties with the dealer., Player 4 loses., Player 5 wins!"
576,"Player 1: 6, 9, Player 2: 3, J, Player 3: 2, 10, Player 4: 2, 9, A, Player 5: 4, A","Dealer's hand: 5, 6, 5, 10 | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
577,"Player 1: K, 3, K, Player 2: 4, 8, 6, Player 3: A, K, Player 4: 4, J, 6, Player 5: 6, 9, 8","Dealer's hand: 8, 10 | Total: 18","Player 1 loses., Player 2 ties with the dealer., Player 3 wins!, Player 4 wins!, Player 5 loses."
578,"Player 1: J, 8, Player 2: 6, 4, 3, Player 3: Q, 5, Player 4: 9, 3, Player 5: 9, J","Dealer's hand: 4, 7, K | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
579,"Player 1: 2, K, Player 2: 3, Q, Player 3: 5, J, Player 4: Q, 10, Player 5: 3, 4, Q","Dealer's hand: 5, J, 7 | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
580,"Player 1: 8, A, Player 2: 3, 9, 8, Player 3: 7, J, Player 4: 6, Q, 3, Player 5: A, 10","Dealer's hand: 2, Q, A, 10 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
581,"Player 1: 9, 5, 3, Player 2: K, J, Player 3: 2, Q, 6, Player 4: 10, 9, Player 5: 4, 8, 7","Dealer's hand: 7, J | Total: 17","Player 1 ties with the dealer., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
582,"Player 1: 5, 5, 9, Player 2: 2, A, 10, J, Player 3: 9, 2, K, Player 4: Q, 7, Player 5: 2, 8, K","Dealer's hand: Q, Q | Total: 20","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 ties with the dealer."
583,"Player 1: 4, 9, 2, 5, Player 2: J, K, Player 3: 8, 10, Player 4: 7, 6, 5, Player 5: 6, 3, 8","Dealer's hand: 9, 9 | Total: 18","Player 1 wins!, Player 2 wins!, Player 3 ties with the dealer., Player 4 ties with the dealer., Player 5 loses."
584,"Player 1: 7, 7, Player 2: 10, 4, Player 3: 2, 9, 5, Player 4: 3, A, Player 5: 6, K","Dealer's hand: 5, 6, A, A, 7 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
585,"Player 1: 3, 4, 4, 2, 10, Player 2: 8, 6, J, Player 3: K, 8, Player 4: 9, 7, A, Player 5: Q, 5, 6","Dealer's hand: 10, K | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
586,"Player 1: 2, 8, 3, 5, Player 2: 3, A, 4, Player 3: J, 8, Player 4: 6, A, Player 5: A, A, 7","Dealer's hand: Q, 5, 10 | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
587,"Player 1: 7, 8, 5, Player 2: K, 4, 6, Player 3: 2, A, 5, Player 4: 7, K, Player 5: J, 3, J","Dealer's hand: 10, 4, 8 | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 loses."
588,"Player 1: 10, 8, Player 2: 10, 9, Player 3: 3, 9, 4, 3, Player 4: 5, 5, 6, 6, Player 5: 9, 9","Dealer's hand: K, 8 | Total: 18","Player 1 ties with the dealer., Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 ties with the dealer."
589,"Player 1: 9, 7, 10, Player 2: 5, J, 5, Player 3: J, K, Player 4: J, K, Player 5: 9, K","Dealer's hand: 9, A | Total: 20","Player 1 loses., Player 2 ties with the dealer., Player 3 ties with the dealer., Player 4 ties with the dealer., Player 5 loses."
590,"Player 1: 8, 5, A, 10, Player 2: 5, 10, 7, Player 3: 7, A, Player 4: 9, 8, Player 5: 4, J, 9","Dealer's hand: K, 6, J | Total: 26","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 loses."
591,"Player 1: Q, A, Player 2: Q, 6, 9, Player 3: Q, 10, Player 4: 6, 8, 2, 7, Player 5: A, 4, 10, 2","Dealer's hand: 10, 4, 3 | Total: 17","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 ties with the dealer."
592,"Player 1: 3, 10, 5, Player 2: 2, 8, Q, Player 3: 6, J, 4, Player 4: K, 7, Player 5: 7, 8, 2","Dealer's hand: 9, 3, Q | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
593,"Player 1: 3, Q, K, Player 2: 4, 10, 4, Player 3: 6, Q, 2, Player 4: K, 3, J, Player 5: 7, 6, 10","Dealer's hand: 9, Q | Total: 19","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
594,"Player 1: 8, 4, 8, Player 2: A, K, Player 3: 6, 2, 4, 10, Player 4: 10, J, Player 5: Q, 5, 5","Dealer's hand: K, K | Total: 20","Player 1 ties with the dealer., Player 2 wins!, Player 3 loses., Player 4 ties with the dealer., Player 5 ties with the dealer."
595,"Player 1: Q, 7, Player 2: Q, 9, Player 3: 10, 8, Player 4: 7, J, Player 5: 7, 4, 2, 10","Dealer's hand: K, A | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
596,"Player 1: A, 5, 5, Player 2: 8, 3, J, Player 3: 2, 6, 10, Player 4: 9, K, Player 5: Q, 10","Dealer's hand: K, 4, J | Total: 24","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
597,"Player 1: 2, 10, 4, 7, Player 2: 5, 3, 9, Player 3: 10, 10, Player 4: 8, 7, J, Player 5: 10, 6, A","Dealer's hand: K, 8 | Total: 18","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 loses."
598,"Player 1: K, 10, Player 2: J, J, Player 3: 5, K, 3, Player 4: 4, A, J, 2, Player 5: 2, 4, 4, 3, K","Dealer's hand: 9, 5, 6 | Total: 20","Player 1 ties with the dealer., Player 2 ties with the dealer., Player 3 loses., Player 4 loses., Player 5 loses."
599,"Player 1: A, J, Player 2: 2, K, 9, Player 3: 7, 7, 2, 10, Player 4: K, 6, Q, Player 5: 2, Q, Q","Dealer's hand: 10, 9 | Total: 19","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 loses."
600,"Player 1: 9, 10, Player 2: A, A, K, 2, 9, Player 3: 4, 4, 10, Player 4: 10, 7, Player 5: J, 2, A, 5","Dealer's hand: K, 5, 2 | Total: 17","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 ties with the dealer., Player 5 wins!"
601,"Player 1: 9, J, Player 2: 4, 5, 8, Player 3: 8, 6, Player 4: 10, 9, Player 5: 2, Q","Dealer's hand: 5, 6, J | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
602,"Player 1: A, 6, Player 2: 7, 6, 5, Player 3: 4, 3, K, Player 4: 2, 5, 4, 9, Player 5: 9, K","Dealer's hand: 10, 4, A, 6 | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
603,"Player 1: 6, 7, 5, Player 2: 7, 2, 3, A, 10, Player 3: 8, 9, Player 4: 10, 5, 3, Player 5: 8, 10","Dealer's hand: 10, J | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
604,"Player 1: 7, 10, Player 2: 9, 9, Player 3: 10, 5, 2, Player 4: 5, 3, 4, 5, Player 5: 10, J","Dealer's hand: 3, Q, K | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
605,"Player 1: 4, 9, 3, 10, Player 2: 5, 10, K, Player 3: 3, 10, J, Player 4: 7, 7, Q, Player 5: A, 4, A, 2","Dealer's hand: 8, 9 | Total: 17","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
606,"Player 1: 6, 5, 6, Player 2: 2, 3, 10, 10, Player 3: 8, 4, K, Player 4: J, 7, Player 5: 8, J","Dealer's hand: 9, 7, 9 | Total: 25","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 wins!"
607,"Player 1: 10, 3, A, 9, Player 2: 8, 8, Q, Player 3: 7, 7, 4, Player 4: A, 9, Player 5: 10, 5, Q","Dealer's hand: 3, 6, 2, 4, 3 | Total: 18","Player 1 loses., Player 2 loses., Player 3 ties with the dealer., Player 4 wins!, Player 5 loses."
608,"Player 1: 6, 6, 7, Player 2: 5, 10, 3, Player 3: 7, J, Player 4: 10, K, Player 5: J, 5, J","Dealer's hand: A, K | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
609,"Player 1: 2, K, 6, Player 2: 5, J, 6, Player 3: Q, A, Player 4: 2, 3, J, 8, Player 5: J, 10","Dealer's hand: K, J | Total: 20","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 ties with the dealer."
610,"Player 1: 8, 6, K, Player 2: 7, 5, 9, Player 3: 3, 2, 3, 5, 3, 3, Player 4: J, 10, Player 5: 6, K, 8","Dealer's hand: 7, 2, 5, K | Total: 24","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 loses."
611,"Player 1: 6, 5, K, Player 2: 7, 10, Player 3: 8, 10, Player 4: 4, K, Player 5: 4, 8","Dealer's hand: 6, 7, 9 | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
612,"Player 1: Q, 8, Player 2: 6, 4, 3, 5, Player 3: 10, 7, Player 4: 7, 8, A, 8, Player 5: 8, J","Dealer's hand: 2, 4, Q, J | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 wins!"
613,"Player 1: 2, 5, 5, 8, Player 2: 9, 3, 2, Q, Player 3: 5, 5, J, Player 4: 7, 10, Player 5: A, A, 3, Q, 10","Dealer's hand: K, 4, 4 | Total: 18","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 loses."
614,"Player 1: 7, A, Player 2: 8, J, Player 3: 3, 4, 3, A, Player 4: 5, 9, Player 5: 4, 3, 6","Dealer's hand: 4, 2, Q, J | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
615,"Player 1: 9, 3, 9, Player 2: 4, 10, A, 4, Player 3: 5, 4, 5, J, Player 4: 2, 6, 8, Q, Player 5: K, 4, 5","Dealer's hand: 9, 3, Q | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 wins!"
616,"Player 1: 2, 6, 9, Player 2: 10, A, Player 3: 4, 8, Player 4: 4, 5, 3, Player 5: A, Q","Dealer's hand: 4, A, J, 10 | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
617,"Player 1: K, 5, 8, Player 2: 8, 2, 7, Player 3: K, Q, Player 4: 7, 7, 3, Player 5: 9, 3, 9","Dealer's hand: 9, 8 | Total: 17","Player 1 loses., Player 2 ties with the dealer., Player 3 wins!, Player 4 ties with the dealer., Player 5 wins!"
618,"Player 1: 4, 6, 8, Player 2: J, J, Player 3: 8, 5, 2, 3, Player 4: Q, 3, 6, Player 5: 4, 10, 2, K","Dealer's hand: 10, 2, A, K | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 loses."
619,"Player 1: 2, 5, 8, J, Player 2: 6, 4, J, Player 3: 3, 9, 10, Player 4: A, 8, Player 5: 4, Q, 5","Dealer's hand: 2, 2, Q, 5 | Total: 19","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 ties with the dealer., Player 5 ties with the dealer."
620,"Player 1: 5, J, 3, Player 2: 6, 7, 9, Player 3: 7, 10, Player 4: 9, J, Player 5: 6, 4, A","Dealer's hand: K, 5, Q | Total: 25","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
621,"Player 1: K, 2, 9, Player 2: 6, 2, 2, 8, Player 3: K, 8, Player 4: 6, 8, 5, Player 5: 2, 4, 5, 10","Dealer's hand: Q, 7 | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
622,"Player 1: Q, K, Player 2: 6, 8, 3, Player 3: 5, 10, 9, Player 4: A, A, 8, Player 5: Q, 6, 9","Dealer's hand: 9, 3, 10 | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
623,"Player 1: 10, 3, Player 2: 10, 3, Player 3: 6, 5, K, Player 4: 3, J, Player 5: 2, K","Dealer's hand: 5, A, Q, J | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
624,"Player 1: 2, 10, Player 2: Q, J, Player 3: 10, 4, Player 4: 7, A, Player 5: J, 8","Dealer's hand: 6, A | Total: 17","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
625,"Player 1: 7, 5, 4, Q, Player 2: J, 4, 6, Player 3: 3, 2, 10, 5, Player 4: A, Q, Player 5: A, 2, 2, K, 8","Dealer's hand: 3, 2, 8, 10 | Total: 23","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 loses."
626,"Player 1: J, Q, Player 2: 8, 3, Q, Player 3: K, 4, Player 4: 5, 10, Player 5: Q, 7","Dealer's hand: 5, Q, 8 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
627,"Player 1: Q, Q, Player 2: 8, 8, 4, Player 3: 10, A, Player 4: A, 5, 3, Player 5: 7, 3, J","Dealer's hand: 9, J | Total: 19","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 ties with the dealer., Player 5 wins!"
628,"Player 1: J, K, Player 2: 4, 9, 10, Player 3: J, 5, 2, Player 4: J, 4, A, 8, Player 5: 9, Q","Dealer's hand: 7, 3, 8 | Total: 18","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
629,"Player 1: J, 6, 5, Player 2: 9, K, Player 3: 2, 10, A, 4, Player 4: J, 9, Player 5: K, 8","Dealer's hand: 8, 8, A | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 ties with the dealer., Player 4 wins!, Player 5 wins!"
630,"Player 1: 3, 2, J, 7, Player 2: 7, 6, 4, Player 3: A, 8, Player 4: 2, 3, 4, J, Player 5: 10, K","Dealer's hand: K, 8 | Total: 18","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
631,"Player 1: 7, 10, Player 2: A, 8, Player 3: 2, Q, Player 4: 7, 5, Player 5: 5, 4, 2, 8","Dealer's hand: 6, Q, J | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
632,"Player 1: 5, 9, 7, Player 2: 10, Q, Player 3: 6, 6, 3, 8, Player 4: 4, Q, J, Player 5: 8, 4, K","Dealer's hand: 8, 8, K | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 loses."
633,"Player 1: 10, 5, A, 9, Player 2: K, 4, 3, Player 3: 4, K, 9, Player 4: 7, K, Player 5: 10, 5, 5","Dealer's hand: 9, 5, Q | Total: 24","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
634,"Player 1: 8, 10, Player 2: J, 4, 4, Player 3: 4, 3, Q, Player 4: 3, 9, K, Player 5: A, J","Dealer's hand: 3, Q, 4 | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 ties with the dealer., Player 4 loses., Player 5 wins!"
635,"Player 1: A, 6, Player 2: A, Q, Player 3: 3, 3, 7, Q, Player 4: 6, 10, 4, Player 5: 9, 8","Dealer's hand: 7, A | Total: 18","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
636,"Player 1: Q, 7, Player 2: A, 8, Player 3: K, 10, Player 4: Q, 10, Player 5: A, 4, 7, 9","Dealer's hand: 8, Q | Total: 18","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
637,"Player 1: J, 10, Player 2: A, 4, K, 6, Player 3: 7, 10, Player 4: K, 5, 6, Player 5: A, 3, 8, 4, 9","Dealer's hand: A, 9 | Total: 20","Player 1 ties with the dealer., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
638,"Player 1: 7, 2, J, Player 2: 4, 9, Player 3: 8, 8, Player 4: 6, 9, Player 5: 4, 3, 7","Dealer's hand: 5, J, 5 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
639,"Player 1: 7, 4, 5, 3, Player 2: 7, 9, K, Player 3: 2, 3, J, K, Player 4: 6, A, Player 5: Q, 6, K","Dealer's hand: 10, 5, A, Q | Total: 26","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
640,"Player 1: 8, Q, Player 2: K, 6, Player 3: A, 7, Player 4: 5, 2, Q, Player 5: 5, Q","Dealer's hand: 4, 5, 10 | Total: 19","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
641,"Player 1: 6, 6, 2, J, Player 2: 5, 9, 7, Player 3: 10, 3, 2, Q, Player 4: 9, A, Player 5: 7, 3, K","Dealer's hand: J, Q | Total: 20","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 ties with the dealer., Player 5 ties with the dealer."
642,"Player 1: 7, 9, Player 2: 5, 2, 3, Q, Player 3: 5, 8, Player 4: 10, 6, Player 5: 6, K","Dealer's hand: 6, 5, J | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
643,"Player 1: A, Q, Player 2: Q, 8, Player 3: 3, 2, Q, 8, Player 4: J, K, Player 5: J, K","Dealer's hand: 3, 2, 10, 2 | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
644,"Player 1: 5, A, K, K, Player 2: 4, 8, J, Player 3: J, A, Player 4: 3, 6, J, Player 5: 9, J","Dealer's hand: J, 3, 10 | Total: 23","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
645,"Player 1: 5, J, 2, Player 2: 7, J, Player 3: 10, 10, Player 4: 8, Q, Player 5: 6, K, A","Dealer's hand: J, 5, K | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
646,"Player 1: 2, 5, A, Player 2: 4, 6, 10, Player 3: 4, K, Player 4: 8, 10, Player 5: Q, 7","Dealer's hand: 5, 7, A, 8 | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
647,"Player 1: Q, Q, Player 2: 2, A, 3, 10, J, Player 3: 5, 5, 9, Player 4: 2, 8, 8, Player 5: 3, J, J","Dealer's hand: 3, 9, 10 | Total: 22","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 loses."
648,"Player 1: A, 8, Player 2: K, J, Player 3: A, J, Player 4: 6, J, 3, Player 5: 7, J","Dealer's hand: A, 8 | Total: 19","Player 1 ties with the dealer., Player 2 wins!, Player 3 wins!, Player 4 ties with the dealer., Player 5 loses."
649,"Player 1: 3, 4, Q, Player 2: 10, Q, Player 3: K, Q, Player 4: 4, 6, 2, Player 5: 2, 9, 5","Dealer's hand: 6, A | Total: 17","Player 1 ties with the dealer., Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 loses."
650,"Player 1: 3, 8, A, 4, 8, Player 2: 4, 6, 9, Player 3: 8, 2, 5, A, 5, Player 4: 5, K, 10, Player 5: 10, K","Dealer's hand: 10, 5, 7 | Total: 22","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 wins!"
651,"Player 1: 10, Q, Player 2: K, 4, 6, Player 3: Q, K, Player 4: K, 5, 7, Player 5: A, J","Dealer's hand: 8, 5, 10 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 wins!"
652,"Player 1: A, 10, Player 2: 3, 10, 9, Player 3: A, Q, Player 4: A, 10, Player 5: 3, 8, 3, J","Dealer's hand: K, 6, Q | Total: 26","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 loses."
653,"Player 1: 9, K, Player 2: 8, 8, J, Player 3: 2, 10, 2, 4, Player 4: 3, 4, J, Player 5: J, J","Dealer's hand: A, 9 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 ties with the dealer."
654,"Player 1: 6, Q, 4, Player 2: 9, A, Player 3: 6, 8, 4, Player 4: Q, 4, 6, Player 5: 5, Q, 2","Dealer's hand: 10, A | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
